order_dow,order_hour_of_day,days_since_prior_order,avg_reordered
1,8,16.0,0.6399999999999999
3,8,16.0,0.64599686028257486
0,8,16.0,0.63969795037756194
2,8,17.0,0.61244239631336372
3,8,17.0,0.64111498257839694
0,8,17.0,0.64547926580557424
6,8,17.0,0.61531279178338039
5,8,17.0,0.60718515594157152
4,8,17.0,0.604342190537913
1,8,17.0,0.618881118881119
0,8,18.0,0.59873417721519007
3,8,18.0,0.60172095881991394
2,8,18.0,0.65981459089076988
1,8,18.0,0.6381520119225037
6,8,18.0,0.60609086370444354
4,8,18.0,0.57894736842105254
5,8,18.0,0.59748187714612733
2,8,19.0,0.63157894736842068
3,8,19.0,0.60028790786948183
0,8,19.0,0.58032443746729467
1,8,19.0,0.62300942476438081
5,8,19.0,0.61510500807754465
4,8,19.0,0.65217391304347827
6,8,19.0,0.645843118835134
6,8,20.0,0.60744328320163121
4,8,20.0,0.63659147869674182
1,8,20.0,0.63043478260869557
2,8,20.0,0.670844939647168
5,8,20.0,0.53571428571428559
0,8,20.0,0.58701877187400542
3,8,20.0,0.58314855875831473
2,8,21.0,0.6509121061359866
5,8,21.0,0.60030015007503745
1,8,21.0,0.63818101933216187
4,8,21.0,0.602968460111317
6,8,21.0,0.57596371882086184
0,8,21.0,0.62431814182650025
3,8,21.0,0.59845186260280581
3,8,22.0,0.58544303797468333
5,8,22.0,0.5626839317245439
0,8,22.0,0.63167053364269143
6,8,22.0,0.59793103448275864
1,8,22.0,0.64155929963660385
4,8,22.0,0.58132530120481918
2,8,22.0,0.65209728586535076
2,8,23.0,0.59541984732824427
3,8,23.0,0.6107921928817448
6,8,23.0,0.610586011342155
1,8,23.0,0.61493836113125466
0,8,23.0,0.62353629976580782
4,8,23.0,0.58171745152354548
0,8,24.0,0.58840792369772577
6,8,24.0,0.555032925682032
2,8,24.0,0.53182308522114341
1,8,24.0,0.56552706552706522
3,8,25.0,0.5688405797101449
4,8,25.0,0.62781954887218017
6,8,25.0,0.588900308324769
5,8,25.0,0.58172733761598872
2,8,26.0,0.56691449814126393
5,8,26.0,0.585382993675334
3,8,26.0,0.50631313131313138
4,8,26.0,0.56233766233766236
6,8,26.0,0.51585976627712871
0,8,26.0,0.58883248730964466
3,8,27.0,0.56105990783410142
5,8,27.0,0.54125113327289232
1,8,27.0,0.63867403314917115
0,8,27.0,0.53017484489565692
2,8,27.0,0.58782742681047773
5,8,28.0,0.522509225092251
3,8,28.0,0.52541106128550075
2,8,28.0,0.61784615384615393
1,8,28.0,0.59929078014184378
0,8,28.0,0.6176268861454044
3,8,29.0,0.60685483870967738
2,8,29.0,0.58110236220472467
0,8,29.0,0.55045871559633042
5,8,29.0,0.54503676470588214
6,8,29.0,0.52328159645232819
3,8,30.0,0.48430060481276538
6,8,30.0,0.48204030489714927
1,8,30.0,0.49518167786074835
5,8,30.0,0.46967061006726968
2,8,30.0,0.48216764548852104
0,8,30.0,0.48641109428548662
4,8,30.0,0.48752423238071424
4,8,1.0,0.67049368541905874
1,8,1.0,0.65501951046470375
0,8,1.0,0.6036471901749163
5,8,1.0,0.671899755149071
2,8,1.0,0.66237113402061831
3,8,1.0,0.66973969631236441
6,8,1.0,0.63230963399242712
4,9,,0.0
6,9,,0.0
5,9,,0.0
0,9,,0.0
2,9,,0.0
1,9,,0.0
3,9,,0.0
1,9,0.0,0.83366958081147691
5,9,0.0,0.84691011235955049
3,9,0.0,0.7780968006562754
6,9,0.0,0.82968127490039822
0,9,0.0,0.79642992783896716
4,9,0.0,0.841167551175133
2,9,0.0,0.79074658254468988
1,9,2.0,0.66267138052944718
6,9,2.0,0.632824881141046
5,9,2.0,0.67430733281406485
3,9,2.0,0.69222011385199256
4,9,2.0,0.68118040089086829
2,9,2.0,0.63720397922352323
0,9,2.0,0.64725905964116015
1,9,3.0,0.70567992885589415
2,9,3.0,0.65076397919375839
3,9,3.0,0.68026692087702578
6,9,3.0,0.67494042891183481
0,9,3.0,0.67824441147884829
4,9,3.0,0.67195585996955842
5,9,3.0,0.69566690668812736
5,9,4.0,0.70257202999605317
2,9,4.0,0.69669428851465731
6,9,4.0,0.690575289355151
3,9,4.0,0.67598671506912811
1,9,4.0,0.73241067809369376
0,9,4.0,0.69242651602083161
4,9,4.0,0.67110633727175084
5,9,5.0,0.68555037647902461
3,9,5.0,0.70147461453480009
1,9,5.0,0.73419491041880613
6,9,5.0,0.67452184179456909
4,9,5.0,0.68392794065701146
2,9,5.0,0.69877962919502468
0,9,5.0,0.70461131946812128
3,9,6.0,0.69046578269949954
0,9,6.0,0.68660045200428232
4,9,6.0,0.70233286204807122
6,9,6.0,0.68827797934691626
5,9,6.0,0.67499705292938816
1,9,6.0,0.7358918028285053
2,9,6.0,0.70822921872397138
1,9,7.0,0.76166951288932228
4,9,7.0,0.70826872302082922
2,9,7.0,0.71491740627270139
3,9,7.0,0.71304421552418484
0,9,7.0,0.699887131718582
6,9,7.0,0.68952950520955014
5,9,7.0,0.73945675482487483
2,9,8.0,0.716934088175765
6,9,8.0,0.70069339450497881
1,9,8.0,0.68366140363079919
0,9,8.0,0.68980812873942665
3,9,8.0,0.67288185282908231
4,9,8.0,0.67862647185746838
5,9,8.0,0.70329193557134306
2,9,9.0,0.67856277755349226
4,9,9.0,0.681385489160867
5,9,9.0,0.66525679758308165
0,9,9.0,0.67144861004845668
1,9,9.0,0.67738799319452314
6,9,9.0,0.6518590053114437
3,9,9.0,0.691951016525978
4,9,10.0,0.66180467475992055
1,9,10.0,0.72257053291536055
5,9,10.0,0.63971617029782124
2,9,10.0,0.6527258150721541
0,9,10.0,0.65176611454799449
6,9,10.0,0.65763813651137615
1,9,11.0,0.68717387645177563
2,9,11.0,0.67104872986063069
0,9,11.0,0.63002139291656778
6,9,11.0,0.62099669682608061
4,9,11.0,0.64144353899883588
5,9,11.0,0.659973363384899
3,9,11.0,0.6287595657590318
1,9,12.0,0.67298303682250726
5,9,12.0,0.625035724492712
4,9,12.0,0.63687150837988837
3,9,12.0,0.6659751037344398
0,9,12.0,0.647892531427163
6,9,12.0,0.65576874526634688
2,9,12.0,0.64539698002922541
2,9,13.0,0.65481636387400355
1,9,13.0,0.67080035897854284
6,9,13.0,0.6417060851439107
3,9,13.0,0.65338645418326691
0,9,13.0,0.64242189766902036
5,9,13.0,0.6293436293436292
4,9,13.0,0.62067118886112083
2,9,14.0,0.66083104830204631
0,9,14.0,0.648445774810039
1,9,14.0,0.67416492946138562
6,9,14.0,0.62726881720430139
3,9,14.0,0.63165287966286865
5,9,14.0,0.63518284993694818
4,9,14.0,0.63351335133513353
2,9,15.0,0.66695254431103512
5,9,15.0,0.60844079718640087
0,9,15.0,0.64013712591494476
3,9,15.0,0.61370597243491565
1,9,15.0,0.65938069216757678
4,9,15.0,0.64370168258299221
6,9,15.0,0.62410948631421082
4,9,16.0,0.61849192100538586
2,9,16.0,0.61997126436781613
0,9,16.0,0.59955438525420313
1,9,16.0,0.63788689783569918
5,9,16.0,0.59937807722207825
6,9,16.0,0.6061700032819165
3,9,16.0,0.61957446808510641
6,9,17.0,0.58778391651319817
4,9,17.0,0.58059738336213262
5,9,17.0,0.621216180016073
0,9,17.0,0.59902050811141694
3,9,17.0,0.59519625073227844
1,9,17.0,0.63429636533084788
2,9,17.0,0.632709420067505
4,9,18.0,0.56673306772908372
1,9,18.0,0.607174688057041
5,9,18.0,0.5804431599229285
0,9,18.0,0.58961332204346584
2,9,18.0,0.62449596774193517
3,9,18.0,0.61503322259136228
6,9,18.0,0.605022831050228
0,9,19.0,0.60759124087591243
3,9,19.0,0.55775962660443434
2,9,19.0,0.60490378646803233
1,9,19.0,0.61932528113286156
6,9,19.0,0.56805745554035558
4,9,19.0,0.61290322580645151
4,9,20.0,0.56585966352072214
6,9,20.0,0.58652273470722915
1,9,20.0,0.62268287821407231
2,9,20.0,0.62607260726072578
0,9,20.0,0.59193306157476933
3,9,20.0,0.61572402727637376
2,9,21.0,0.60914927768860327
0,9,21.0,0.60504393472555063
3,9,21.0,0.58517409210033677
4,9,21.0,0.58362989323843417
1,9,21.0,0.62515850874968293
6,9,21.0,0.57240570646863365
5,9,21.0,0.570686456400742
0,9,22.0,0.5918010491548471
2,9,22.0,0.64452554744525536
3,9,22.0,0.54668304668304668
1,9,22.0,0.61503030303030293
6,9,22.0,0.56336766681594252
5,9,23.0,0.581852198316183
0,9,23.0,0.51444444444444426
3,9,23.0,0.58626355570161015
4,9,23.0,0.5391140433553252
2,9,23.0,0.60434372049102936
6,9,23.0,0.51490171211160429
1,9,23.0,0.59724273756770063
2,9,24.0,0.57024106400664987
4,9,24.0,0.57318876293740761
0,9,24.0,0.5480880648899189
5,9,24.0,0.54844838505383153
3,9,24.0,0.56163594470046074
5,9,25.0,0.54435651811745089
1,9,25.0,0.55474747474747477
6,9,25.0,0.54132791327913266
3,9,25.0,0.604770017035775
4,9,25.0,0.54646405610753956
0,9,25.0,0.54013690105787182
6,9,26.0,0.5605734767025089
5,9,26.0,0.58863328822733407
1,9,26.0,0.61144839549002583
3,9,26.0,0.5663003663003664
2,9,26.0,0.56093189964157675
1,9,27.0,0.59737510584250653
6,9,27.0,0.55929380413057972
3,9,27.0,0.48732008224811507
0,9,27.0,0.49567367119901123
2,9,27.0,0.57552581261950264
4,9,27.0,0.50814053127677838
0,9,28.0,0.55473684210526319
6,9,28.0,0.5670567056705671
1,9,28.0,0.59819703799098511
3,9,28.0,0.57753164556962056
2,9,28.0,0.57367668097281843
5,9,28.0,0.55706984667802384
4,9,29.0,0.54972592012529387
2,9,29.0,0.61016949152542366
6,9,29.0,0.48813803019410484
1,9,29.0,0.52576832151300223
5,9,29.0,0.56069364161849733
0,9,30.0,0.47552704905104892
5,9,30.0,0.45194945708875917
1,9,30.0,0.48040689247946738
3,9,30.0,0.46048945286750148
4,9,30.0,0.4594765342960288
2,9,30.0,0.47925004506940694
6,9,30.0,0.46308924911496185
6,9,1.0,0.61654526534859522
0,9,1.0,0.61358618002337961
3,9,1.0,0.68502130449033094
4,9,1.0,0.649759846301633
2,9,1.0,0.64903290993071572
1,9,1.0,0.64268463200711856
5,9,1.0,0.67343867569601223
1,10,,0.0
2,10,,0.0
4,10,,0.0
0,10,,0.0
5,10,,0.0
3,10,,0.0
6,10,,0.0
5,10,0.0,0.82379421221864935
1,10,0.0,0.80146699266503685
6,10,0.0,0.78209069946195242
3,10,0.0,0.78284960422163619
2,10,0.0,0.79200557750406686
0,10,0.0,0.80983302411873848
4,10,0.0,0.763099219620959
0,10,2.0,0.61739346194404821
3,10,2.0,0.66916471506635455
4,10,2.0,0.66571106788164236
1,10,2.0,0.6544141512495939
2,10,2.0,0.63491198005919924
5,10,2.0,0.6723205964585276
6,10,2.0,0.62757457386363624
6,10,3.0,0.64854921972349144
1,10,3.0,0.6930927767169287
3,10,3.0,0.65379501385041583
0,10,3.0,0.67378917378917336
5,10,3.0,0.68346736134707575
4,10,3.0,0.671893401527642
2,10,3.0,0.65950141812210772
2,10,4.0,0.68153717627401811
0,10,4.0,0.6799858972852274
4,10,4.0,0.673761357361578
3,10,4.0,0.65536046820963
1,10,4.0,0.69806756645317336
5,10,4.0,0.68741787601833715
6,10,4.0,0.66174886926556076
1,10,5.0,0.71447415148901638
0,10,5.0,0.67269903193180181
3,10,5.0,0.67984574963980016
6,10,5.0,0.658821551651677
2,10,5.0,0.69123180418836228
4,10,5.0,0.65533419460121023
5,10,5.0,0.67568760761114277
1,10,6.0,0.71526384378296748
2,10,6.0,0.67929480901077366
0,10,6.0,0.67937062937062964
6,10,6.0,0.67268145161290327
5,10,6.0,0.67437096181120959
3,10,6.0,0.68229212301761166
4,10,6.0,0.705172177253396
5,10,7.0,0.71728249668776678
2,10,7.0,0.71072585973633717
1,10,7.0,0.7364501953125
4,10,7.0,0.70053292729349081
0,10,7.0,0.68533994845981538
6,10,7.0,0.67816622276282945
3,10,7.0,0.68944001263723242
2,10,8.0,0.69700220340948593
6,10,8.0,0.67280062979728361
1,10,8.0,0.674305646107706
5,10,8.0,0.68094659553113968
0,10,8.0,0.67839419475655471
3,10,8.0,0.66538500974059278
4,10,8.0,0.68062626594405229
3,10,9.0,0.65409176915799427
4,10,9.0,0.63333091594749424
5,10,9.0,0.6510011333585195
2,10,9.0,0.65674662668665684
0,10,9.0,0.664329285673565
1,10,9.0,0.65286876394788018
6,10,9.0,0.65045356371490248
3,10,10.0,0.63383985973115131
4,10,10.0,0.63579683698296818
0,10,10.0,0.64170488692076544
2,10,10.0,0.64179829890644
1,10,10.0,0.690334997919267
5,10,10.0,0.62644628099173549
6,10,10.0,0.63377730420884371
1,10,11.0,0.6690936309199782
5,10,11.0,0.63005409370129273
4,10,11.0,0.64092512740101959
6,10,11.0,0.61226284709134327
2,10,11.0,0.66255225960581343
0,10,11.0,0.6289093825180434
3,10,11.0,0.61436170212765961
2,10,12.0,0.636717482971132
3,10,12.0,0.61991072636277578
6,10,12.0,0.60950107966814393
0,10,12.0,0.62927738013530732
4,10,12.0,0.6192100538599643
5,10,12.0,0.62439379243452964
1,10,12.0,0.66471418489767087
2,10,13.0,0.61836673044003609
5,10,13.0,0.57925481528260225
1,10,13.0,0.67254058554183438
6,10,13.0,0.61512400054207927
0,10,13.0,0.60521837776517284
4,10,13.0,0.61106590724166032
3,10,13.0,0.61953412341642811
3,10,14.0,0.62787056367432159
6,10,14.0,0.61961481939825158
0,10,14.0,0.63172826253642067
1,10,14.0,0.66162469970637983
2,10,14.0,0.63351245725451888
5,10,14.0,0.63331878682085985
4,10,14.0,0.61382329530379387
2,10,15.0,0.64091572418825271
6,10,15.0,0.60826125857441093
5,10,15.0,0.60895295902883151
0,10,15.0,0.61921565482396368
4,10,15.0,0.5883915022761762
1,10,15.0,0.62206981267274053
3,10,15.0,0.5976826520759575
2,10,16.0,0.601998183469573
5,10,16.0,0.58017555127381715
0,10,16.0,0.60369737455336336
4,10,16.0,0.6053976691883054
3,10,16.0,0.621768707482993
1,10,16.0,0.60619018529830981
6,10,16.0,0.59335288367546446
1,10,17.0,0.61482532363894316
2,10,17.0,0.59230769230769231
5,10,17.0,0.59294365455502906
0,10,17.0,0.60633314596215093
4,10,17.0,0.60537190082644632
3,10,17.0,0.61093418259023358
6,10,17.0,0.59436379163108477
6,10,18.0,0.57956777996070741
2,10,18.0,0.6063009473452301
1,10,18.0,0.58710801393728229
5,10,18.0,0.58370044052863423
3,10,18.0,0.57478005865102644
4,10,18.0,0.584092289010322
0,10,18.0,0.56233673711707444
1,10,19.0,0.61078998073217694
0,10,19.0,0.5933486238532113
6,10,19.0,0.5779958677685948
3,10,19.0,0.58010505581089977
5,10,19.0,0.55797733217088052
2,10,19.0,0.587702106810387
6,10,20.0,0.58105912930474335
3,10,20.0,0.621982210927573
1,10,20.0,0.59896983075791033
2,10,20.0,0.59894640403114985
4,10,20.0,0.5903316866619619
5,10,20.0,0.56838686394803306
0,10,20.0,0.56589398605932906
6,10,21.0,0.5924347362813
2,10,21.0,0.61036972216145247
4,10,21.0,0.54584900202487685
5,10,21.0,0.56842672413793094
0,10,21.0,0.5998203861697351
3,10,21.0,0.582074852265266
1,10,21.0,0.603641456582633
2,10,22.0,0.59963137415523249
5,10,22.0,0.55891848264729627
0,10,22.0,0.5885030343897506
3,10,22.0,0.57328680203045668
4,10,22.0,0.56788266265513343
6,10,22.0,0.56928838951310867
1,10,22.0,0.572453657564281
1,10,23.0,0.56471893491124248
5,10,23.0,0.59464366772582866
0,10,23.0,0.57229524772497453
4,10,23.0,0.60250201775625511
6,10,23.0,0.51506024096385561
3,10,23.0,0.55545748749632218
0,10,24.0,0.55300859598853858
3,10,24.0,0.57557166759620737
4,10,24.0,0.55191472562179233
1,10,24.0,0.56347517730496455
6,10,24.0,0.52120822622107954
2,10,24.0,0.57740585774058539
5,10,25.0,0.57568339453284378
0,10,25.0,0.54723127035830621
1,10,25.0,0.52241503976861881
4,10,25.0,0.59120234604105593
2,10,25.0,0.60106951871657732
5,10,26.0,0.4893497757847533
6,10,26.0,0.56791840519239667
2,10,26.0,0.53841839596186214
4,10,26.0,0.503529411764706
1,10,26.0,0.52092723760463633
0,10,26.0,0.54134029590948629
4,10,27.0,0.56440804169769154
1,10,27.0,0.56338526912181319
6,10,27.0,0.54836846664741545
0,10,27.0,0.55074424898511476
2,10,27.0,0.58321479374110929
0,10,28.0,0.5860823896274413
6,10,28.0,0.53356056633455673
1,10,28.0,0.54624893435635091
5,10,28.0,0.52476515798462831
2,10,28.0,0.58744038155802858
3,10,28.0,0.574380165289256
4,10,28.0,0.56521739130434778
5,10,29.0,0.520538243626062
6,10,29.0,0.53175853018372676
4,10,29.0,0.48475836431226776
3,10,29.0,0.59426479560707779
1,10,29.0,0.56390041493775922
2,10,29.0,0.55635001702417419
0,10,29.0,0.55868544600938963
1,10,30.0,0.47191602200258587
6,10,30.0,0.4463007159904534
2,10,30.0,0.47131035737019172
4,10,30.0,0.43409090909090914
0,10,30.0,0.45778672686964827
3,10,30.0,0.45094499893820356
5,10,30.0,0.44105644608403244
0,10,1.0,0.59253084361453823
4,10,1.0,0.63661323177752194
2,10,1.0,0.63616664336641948
5,10,1.0,0.67130391834046743
3,10,1.0,0.64256281813040328
1,10,1.0,0.60542975407840272
6,10,1.0,0.59190462988633219
6,11,,0.0
2,11,,0.0
0,11,,0.0
1,11,,0.0
3,11,,0.0
4,11,,0.0
5,11,,0.0
0,11,0.0,0.78588574171867476
1,11,0.0,0.749256534668962
5,11,0.0,0.80054698183238915
3,11,0.0,0.77224799662589627
4,11,0.0,0.7856108160309031
6,11,0.0,0.78008042066192407
2,11,0.0,0.75060004363953736
4,11,2.0,0.64577793387185822
2,11,2.0,0.63183421516754845
3,11,2.0,0.6508352299566279
5,11,2.0,0.65638479285785944
1,11,2.0,0.63688781321184473
6,11,2.0,0.58839257628184982
0,11,2.0,0.62075052673537978
2,11,3.0,0.62495224998090015
3,11,3.0,0.65744057310322346
6,11,3.0,0.65036812229528473
1,11,3.0,0.67970554272517314
0,11,3.0,0.65040405777166455
5,11,3.0,0.6665907451694949
4,11,3.0,0.67075268817204325
6,11,4.0,0.65987532309563623
5,11,4.0,0.67728763423574045
3,11,4.0,0.66974145771079663
1,11,4.0,0.69419525879342747
2,11,4.0,0.68426975658552847
4,11,4.0,0.66058103671276491
0,11,4.0,0.6684780528873755
6,11,5.0,0.64404002070036248
5,11,5.0,0.66446667213249178
1,11,5.0,0.70032461003705737
0,11,5.0,0.65878594249201261
2,11,5.0,0.67116465863453822
4,11,5.0,0.648117632146026
3,11,5.0,0.680305412081743
6,11,6.0,0.65948415769893376
3,11,6.0,0.67077009820044176
2,11,6.0,0.67325192502138931
4,11,6.0,0.67943903018778207
1,11,6.0,0.69228514909517158
5,11,6.0,0.65583224115334215
0,11,6.0,0.66026413642774717
4,11,7.0,0.68902613603828389
6,11,7.0,0.67238167012078986
1,11,7.0,0.71596368015805334
2,11,7.0,0.67901153644467727
0,11,7.0,0.67965033026929678
3,11,7.0,0.68836978131212723
5,11,7.0,0.71283053812120578
0,11,8.0,0.66159619210718523
6,11,8.0,0.649158822351292
3,11,8.0,0.64913540688359761
5,11,8.0,0.66005100343718814
1,11,8.0,0.66994241577876634
2,11,8.0,0.68709061135371174
4,11,8.0,0.65287218045112794
4,11,9.0,0.64855157335831981
5,11,9.0,0.64105949976697219
6,11,9.0,0.64049733570159828
3,11,9.0,0.65362081087415058
0,11,9.0,0.665720574606117
2,11,9.0,0.650831183720264
1,11,9.0,0.6481012658227846
0,11,10.0,0.62677241047825039
1,11,10.0,0.66454670158373874
3,11,10.0,0.638068001271052
2,11,10.0,0.63492774728352186
6,11,10.0,0.61832216128376993
4,11,10.0,0.64039120621917589
5,11,10.0,0.63856467637696546
1,11,11.0,0.64910551849605824
2,11,11.0,0.65032451323015461
6,11,11.0,0.59840490797546009
0,11,11.0,0.6225684283009123
5,11,11.0,0.61970605298781667
3,11,11.0,0.6153721944130468
4,11,11.0,0.62811625927277159
1,11,12.0,0.65435256940786968
4,11,12.0,0.58556199738170944
3,11,12.0,0.61769725613758664
6,11,12.0,0.6096003296250514
5,11,12.0,0.61400829151211023
2,11,12.0,0.6551382310827184
0,11,12.0,0.61446636317653014
1,11,13.0,0.63483661514574041
6,11,13.0,0.60526666666666662
2,11,13.0,0.62179565058923569
0,11,13.0,0.612443955006686
3,11,13.0,0.62722923010004383
5,11,13.0,0.61605046948356812
4,11,13.0,0.60577804952613856
5,11,14.0,0.61850371216447775
0,11,14.0,0.62531873994743248
6,11,14.0,0.60850938100162533
3,11,14.0,0.6052075072693629
4,11,14.0,0.61352447147408073
2,11,14.0,0.62437027707808568
1,11,14.0,0.6446039603960394
0,11,15.0,0.61849330112014056
3,11,15.0,0.62097454054965429
1,11,15.0,0.6308381891528464
2,11,15.0,0.63754853022739866
5,11,15.0,0.582920792079208
6,11,15.0,0.589379333671571
4,11,15.0,0.59534883720930243
2,11,16.0,0.620149761742682
3,11,16.0,0.60911305344605238
1,11,16.0,0.59783934483359469
4,11,16.0,0.58774259448416744
0,11,16.0,0.597234746017433
6,11,16.0,0.57070961248112739
5,11,16.0,0.60339445961763527
6,11,17.0,0.57190542420027812
0,11,17.0,0.59260029099979206
5,11,17.0,0.57351380042462852
2,11,17.0,0.59967741935483876
4,11,17.0,0.59914755429267319
1,11,17.0,0.6141417651146629
3,11,17.0,0.61212704523580375
0,11,18.0,0.57224606580829773
5,11,18.0,0.60600966589619654
2,11,18.0,0.61670509864207013
1,11,18.0,0.58884052235852746
4,11,18.0,0.59585910190911506
3,11,18.0,0.5724090597117365
6,11,18.0,0.549391452023776
6,11,19.0,0.56268899744126555
2,11,19.0,0.59865410497981131
5,11,19.0,0.56766134628730036
0,11,19.0,0.56607381908586707
1,11,19.0,0.59230912824341975
4,11,19.0,0.60341324664770435
3,11,20.0,0.55735346997482926
6,11,20.0,0.5600674226172232
2,11,20.0,0.59136605558840927
0,11,20.0,0.57133454006911277
1,11,20.0,0.59559402045633358
1,11,21.0,0.61038156590683856
0,11,21.0,0.58591573081145
3,11,21.0,0.54431851206044746
4,11,21.0,0.57601115760111588
5,11,21.0,0.59073747797634
6,11,21.0,0.56658637302133508
2,11,21.0,0.56420492348636064
3,11,22.0,0.58734567901234525
4,11,22.0,0.55298570227081545
0,11,22.0,0.57633587786259544
2,11,22.0,0.58948497854077242
1,11,22.0,0.598079054303657
5,11,22.0,0.57808946171341924
6,11,22.0,0.55743509047993689
2,11,23.0,0.57071674971253361
4,11,23.0,0.53837298541826561
6,11,23.0,0.55537634408602143
0,11,23.0,0.5223926380368098
1,11,23.0,0.56439255746078054
5,11,23.0,0.54675264854905592
3,11,23.0,0.56195619561956178
5,11,24.0,0.55472467709041473
4,11,24.0,0.55877223578653623
1,11,24.0,0.5700164744645797
2,11,24.0,0.5372184133202742
0,11,24.0,0.52595846645367406
6,11,24.0,0.56516916250693272
0,11,25.0,0.54196113074204921
6,11,25.0,0.53575357535753554
5,11,25.0,0.55843653250773939
3,11,25.0,0.52583387835186446
1,11,25.0,0.58559256390395065
2,11,25.0,0.60008499787505287
5,11,26.0,0.53233151183970839
2,11,26.0,0.52179715302491125
0,11,26.0,0.54183864915572222
6,11,26.0,0.523747276688453
1,11,26.0,0.57805044308111808
4,11,26.0,0.4511754068716094
6,11,27.0,0.52902439024390235
1,11,27.0,0.56029744584545749
2,11,27.0,0.56844968268359031
0,11,27.0,0.56282124500285557
4,11,27.0,0.53599999999999948
3,11,27.0,0.52652149637074253
5,11,27.0,0.52380952380952372
3,11,28.0,0.50535540408958113
6,11,28.0,0.537602976348658
4,11,28.0,0.54696449026345928
0,11,28.0,0.52948255114320109
2,11,28.0,0.54606299212598441
1,11,28.0,0.58498619131308083
5,11,28.0,0.51561812582490085
1,11,29.0,0.53669576462980917
5,11,29.0,0.51287793952967531
4,11,29.0,0.54800936768149866
2,11,29.0,0.54367410889150036
3,11,29.0,0.54113749309773618
0,11,29.0,0.51596638655462213
6,11,30.0,0.44659951718971125
4,11,30.0,0.4478425708611663
0,11,30.0,0.45031570031570045
1,11,30.0,0.46214538619574241
5,11,30.0,0.4392571410211098
2,11,30.0,0.45820983995257858
3,11,30.0,0.4446533947214838
2,11,1.0,0.64045428407130556
5,11,1.0,0.63787988132467321
4,11,1.0,0.60881884186293633
3,11,1.0,0.62013860578883
0,11,1.0,0.552334299710087
1,11,1.0,0.60638761717898415
6,11,1.0,0.586114166972253
4,12,,0.0
2,12,,0.0
1,12,,0.0
6,12,,0.0
5,12,,0.0
0,12,,0.0
3,12,,0.0
2,12,0.0,0.73772878535773712
6,12,0.0,0.7557603686635942
5,12,0.0,0.74568001626346814
4,12,0.0,0.7554558433612073
0,12,0.0,0.79162609542356388
3,12,0.0,0.74624523649405949
1,12,0.0,0.74479085069716444
5,12,2.0,0.65326255964827629
4,12,2.0,0.63087585937063351
1,12,2.0,0.64084802686817777
0,12,2.0,0.62994960403167743
6,12,2.0,0.600991524068447
2,12,2.0,0.62753524843549713
3,12,2.0,0.63942028985507215
4,12,3.0,0.652050919377652
2,12,3.0,0.65968831516286563
3,12,3.0,0.64546624153940824
0,12,3.0,0.65879346053849208
1,12,3.0,0.67938248561207
6,12,3.0,0.64913099265134711
5,12,3.0,0.65678113076656253
0,12,4.0,0.66860277508873822
4,12,4.0,0.667954413753139
5,12,4.0,0.68100420139128037
3,12,4.0,0.67127446547380631
2,12,4.0,0.67419016851479929
6,12,4.0,0.64994857226820768
1,12,4.0,0.67894858045201845
4,12,5.0,0.65329875387437542
3,12,5.0,0.66981627296587953
1,12,5.0,0.67775199793761287
6,12,5.0,0.64901714763697194
5,12,5.0,0.656870826807353
2,12,5.0,0.668790648620144
0,12,5.0,0.66930905195500812
6,12,6.0,0.65643716279760389
3,12,6.0,0.6556608478802991
2,12,6.0,0.67676987302139524
0,12,6.0,0.67134972403411952
5,12,6.0,0.64833537581699341
4,12,6.0,0.68015327958594629
1,12,6.0,0.68276931025574783
0,12,7.0,0.67440307642847441
1,12,7.0,0.70385462364099827
2,12,7.0,0.66232789105409651
6,12,7.0,0.67325922389688342
5,12,7.0,0.695769420361296
3,12,7.0,0.66288384512683574
4,12,7.0,0.69052010328292135
6,12,8.0,0.64941878407571252
2,12,8.0,0.667017954722873
0,12,8.0,0.66073388111233056
1,12,8.0,0.662123385939742
5,12,8.0,0.65501222493887545
3,12,8.0,0.66060830860534137
4,12,8.0,0.64832694088083587
0,12,9.0,0.6458749258080182
2,12,9.0,0.643444113155407
3,12,9.0,0.65379609544468542
1,12,9.0,0.63574097135740948
4,12,9.0,0.63269091202322414
6,12,9.0,0.63819802909432211
5,12,9.0,0.64065145529307421
4,12,10.0,0.62021765005951346
1,12,10.0,0.64615924237109734
2,12,10.0,0.64647993943981807
3,12,10.0,0.60352422907488978
5,12,10.0,0.61381664825785731
6,12,10.0,0.61621373695677106
0,12,10.0,0.6369726453465191
5,12,11.0,0.61056462718866833
3,12,11.0,0.62551744529863984
0,12,11.0,0.62133854074205574
2,12,11.0,0.609907120743034
1,12,11.0,0.612164701862293
4,12,11.0,0.61916305179892861
6,12,11.0,0.60622511762576925
4,12,12.0,0.61722574796010854
6,12,12.0,0.60597487835238173
1,12,12.0,0.64334967184514424
0,12,12.0,0.62400885118937832
3,12,12.0,0.60513447432762824
2,12,12.0,0.6328688130706388
5,12,12.0,0.62258823529411755
3,12,13.0,0.61365375784478793
2,12,13.0,0.60959151705024706
0,12,13.0,0.63161555045552553
6,12,13.0,0.61385627660946973
4,12,13.0,0.60431166185706986
1,12,13.0,0.63797030869531068
5,12,13.0,0.616630999694283
6,12,14.0,0.61498170337949376
1,12,14.0,0.64188469279033977
4,12,14.0,0.62632978723404253
0,12,14.0,0.62636133074742661
2,12,14.0,0.6169626116686886
